Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Road,Road Width,Road Type,Posted,Amenities,Area (Sq. Meter),Build Area (Sq. Meter)
"Newly Built : House For Sale In Imadol, Lalitpur","Sanagaun height, Imadol, Lalitpur",Lalitpur,19500000,4,3,2.5,1,North East,2076.0,166,20 Feet / Gravelled,20 Feet , Gravelled,1 month ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']",23847.043,1542.1088
"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,19000000,4,3,2.5,1,South,2076.0,602,13 Feet / Gravelled,13 Feet , Gravelled,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Parking', 'Store Room']",1526.2108,60.386963
"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,18000000,4,3,2.5,1,South,2076.0,792,13 Feet / Gravelled,13 Feet , Gravelled,1 month ago,[],1526.2108,60.386963
"Brand New House For Sale In Swoyambhu/Swayambhu : House For Sale In Swayambhu, Kathmandu","Swoyambhu, Swayambhu, Kathmandu",Kathmandu,37000000,8,5,3.0,2,South,2077.0,136,12 Feet / Gravelled,12 Feet , Gravelled,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Garden']",2557.6038,91.97399
"Brand New House For Sale In Swoyambhu/Swayambhu Near Bhagwan Pau : House For Sale In Swayambhu, Kathmandu","Swoyambhu, Swayambhu, Kathmandu",Kathmandu,34000000,6,3,3.0,1,South,2077.0,94,12 Feet / Gravelled,12 Feet , Gravelled,1 month ago,"['Parking', 'Balcony', 'Water Well', 'Water Tank', 'Drainage']",2034.9478,88.257866
"Vbn : House For Sale In Butwal, Butwal","Nayagaun, Butwal, Butwal",Butwal,800000,2,1,1.0,1,South,2020.0,197,32 Feet,32 Feet,,1 month ago,['Parking'],105.8125,105.8125
"Somaney : House For Sale In Imadol, Lalitpur","Imadol, near tempo park, Imadol, Lalitpur",Lalitpur,21000000,0,3,3.0,1,East,,340,12 Feet,12 Feet,,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Garage', 'Frontyard', 'TV Cable', 'Wifi', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Internet']",2034.9478,12.718423
"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : House For Sale In Manamaiju, Kathmandu","Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",Kathmandu,26000000,8,4,3.0,1,South,2075.0,220,16 Feet / Gravelled,16 Feet , Gravelled,1 month ago,"['Parking', 'Balcony', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet']",2038.9277,1542.1088
"House Sale In Syuchatar : House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,22000000,5,3,,1,South West,,380,10 Feet,10 Feet,,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Water Supply']",3068.3196,
"House Sale In Phutung Tushal : House For Sale In Kavresthali, Kathmandu","Phutung Tushal, Kavresthali, Kathmandu",Kathmandu,23000000,7,3,,1,North East,,135,10 Feet,10 Feet,,2 months ago,['Parking'],2034.9478,
"House Sale In Thulo Bharyang : House For Sale In Thulo Bharyang, Kathmandu","Thulo bharyang, Thulo Bharyang, Kathmandu",Kathmandu,25000000,8,4,5.0,0,North,,325,13 Feet / Concrete,13 Feet , Concrete,1 month ago,"['Drainage', 'Water Well']",,
"House For Sale In Goldhunga, Kathmandu","Jarankhu, Goldhunga, Kathmandu",Kathmandu,15500000,5,2,,1,North West,,960,13 Feet,13 Feet,,2 months ago,['Parking'],1546.0887,
"2 And Half Floor House Is On Sale In Imadole : House For Sale In Imadol, Lalitpur","Imadole, Imadol, Lalitpur",Lalitpur,23500000,6,4,3.0,1,North,2020.0,673,10 Feet,10 Feet,,2 months ago,"['Parking', 'Modular Kitchen', 'TV Cable', 'Water Well', 'Water Supply', 'Water Tank', 'Solar Water', 'Drainage']",104.926994,
"House For Sale In Maharajgunj, Kathmandu","Maharajgunj Ganeshbasti, Maharajgunj, Kathmandu",Kathmandu,57500000,0,0,,0,North East,,167,12 Feet / Blacktopped,12 Feet , Blacktopped,2 months ago,[],3060.3706,
"House Sale In Baluwatar : House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,90000000,5,5,,3,South East,,296,20 Feet,20 Feet,,2 months ago,"['Parking', 'Balcony', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Electricity Backup']",5087.369,
"House For Sale In Kalanki, Kathmandu","Nearby L.R.I School., Kalanki, Kathmandu",Kathmandu,17000000,4,3,2.5,1,North West,2076.0,2.1K,10 Feet / Blacktopped,10 Feet , Blacktopped,2 months ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']",2034.9478,153.28998
"1.5 Storied House : House For Sale In Imadol, Lalitpur","Opposite of Green hill city, Imadol, Lalitpur",Lalitpur,12500000,2,1,1.5,1,South,2076.0,917,13 Feet / Gravelled,13 Feet , Gravelled,2 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']",1534.1598,
"Plotted Land : Land For Sale In Sirutar, Bhaktapur","Milan Chowk, Sirutar, Bhaktapur",Bhaktapur,2100000,0,0,,0,North East,,3.8K,20 Feet / Gravelled,20 Feet , Gravelled,2 months ago,"['Drainage', 'Water Supply']",2559.5828,
"House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,45000000,4,4,3.0,4,South West,2074.0,8.2K,22 Feet,22 Feet,,1 year ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'TV Cable', 'Lawn', 'Frontyard', 'Modular Kitchen', 'Backyard', 'Deck', 'Drainage', 'Wifi', 'Fencing']",349.75662,
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","Nearby Pawan Pakriti School., Tikathali, Lalitpur",Lalitpur,12500000,2,1,1.5,1,South,2076.0,4.1K,13 Feet / Gravelled,13 Feet , Gravelled,2 months ago,"['Drainage', 'Water Supply', 'Parking']",1526.2108,
"Residential : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,19000000,4,3,2.5,2,North West,2076.0,1.9K,13 Feet / Gravelled,13 Feet , Gravelled,2 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",1542.1088,111.019104
"House For Sale In Pasikot, Kathmandu","chyasingdol, Pasikot, Kathmandu",Kathmandu,32000000,0,0,,0,South West,,138,20 Feet,20 Feet,,2 months ago,[],5087.369,
"One And Half Storied : House For Sale In Kadaghari, Kathmandu","Birendrachwok, Planning, Kadaghari, Kathmandu",Kathmandu,15500000,2,1,1.5,2,South West,2076.0,5.3K,20 Feet / Gravelled,20 Feet , Gravelled,2 months ago,[],2034.9478,
"Attractive Residential Land On Sale : Land For Sale In Budhanilkantha, Kathmandu","Bhuddha colony, Budhanilkantha, Kathmandu",Kathmandu,3000000,0,0,,0,West,,48,16 Feet / Paved,16 Feet , Paved,1 day ago,[],381.5527,
"18 Aana Land For Sale At Shamkhamul : Land For Sale In Sankhamul, Kathmandu","Sankhamul, Sankhamul, Kathmandu",Kathmandu,6500000,0,0,,0,East,,46,40 Feet / Blacktopped,40 Feet , Blacktopped,1 day ago,[],9157.265,
"Land On Sale At Beautiful Location : Land For Sale In Thankot, Kathmandu","High Vision Colony,Thankot,Mahadevsthan, Thankot, Kathmandu",Kathmandu,2350000,0,0,,0,South,,232,13 Feet / Blacktopped,13 Feet , Blacktopped,4 days ago,[],158.98029,
"4 Aana Land For Sale At Golfutar : Land For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,4100000,0,0,,0,East,,23,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,1 day ago,[],2034.9478,
"Commercial Estate Land For Business : Land For Lease In Simara, Bara","Simara Chok, Simara, Bara",Bara,100000,0,0,,0,West,,323,16 Feet,16 Feet,,1 week ago,[],1337.549,
"Commercial Estate Land For Business : Land For Lease In Dhapasi, Kathmandu","Basundhara, Ring Road, Dhapasi, Kathmandu",Kathmandu,200000,0,0,,0,North West,,203,20 Feet,20 Feet,,3 weeks ago,[],317.96057,317.96057
"Land For Sale In Gaurighat, Kathmandu","kumarigal, Gaurighat, Kathmandu",Kathmandu,3500000,0,0,,0,South,,443,12 Feet / Paved,12 Feet , Paved,3 weeks ago,[],193.95595,
"Flat At Rent : Flat For Rent In Budhanilkantha, Kathmandu","Budhanilkanta, Budhanilkantha, Kathmandu",Kathmandu,30000,2,1,,0,West,,457,11 Feet,11 Feet,,3 weeks ago,[],127.184235,127.184235
"18 Ana Budhanilkantha Taulung : Land For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,2800000,0,0,,0,West,,599,20 Feet / Blacktopped,20 Feet , Blacktopped,1 month ago,[],572.32904,
"Budhanilkantha 18 Ana Taulung : Land For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,East,,195,30 Feet / Blacktopped,30 Feet , Blacktopped,1 month ago,[],572.32904,
"Land Sale At Jhor, Tokha : Land For Sale In Tokha, Kathmandu","Nearby Baudheshwor Temple, Jhor, Tokha, Kathmandu",Kathmandu,1500000,0,0,,0,East,,475,58 Feet / Concrete,58 Feet , Concrete,1 month ago,[],3561.1584,
"Land : Land For Sale In Birtamod, Birtamod","Omchowk, Birtamod, Birtamod",Birtamod,1250000,0,0,,0,East,2003.0,222,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,1 month ago,[],3894.13,
"Land Sale In Phutung : Land For Sale In Kavresthali, Kathmandu","Phutung, Kavresthali, Kathmandu",Kathmandu,1100000,0,0,,0,South,,248,10 Feet,10 Feet,,1 month ago,[],2034.9478,
"Land Sale In Chabahil : Land For Sale In Chabahil, Kathmandu","Chabahil, Chabahil, Kathmandu",Kathmandu,8500000,0,0,,0,South,,126,13 Feet,13 Feet,,1 month ago,[],2559.5828,
"Land Sale In Jarankhu : Land For Sale In Kavresthali, Kathmandu","Jarankhu, Kavresthali, Kathmandu",Kathmandu,2850000,0,0,,0,South,,111,10 Feet,10 Feet,,1 month ago,[],2034.9478,
"Land Sale In Dharmasthali : Land For Sale In Dharmasthali, Kathmandu","Dharmasthali, Dharmasthali, Kathmandu",Kathmandu,1450000,0,0,,0,West,,110,20 Feet,20 Feet,,1 month ago,[],2543.6846,
"Budhanilkantha Land : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,,0,East,,211,15 Feet / Blacktopped,15 Feet , Blacktopped,1 month ago,[],1303.6384,
"Deuba Chokma 1 Ropani : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3800000,0,0,,0,East,,142,30 Feet / Blacktopped,30 Feet , Blacktopped,1 month ago,[],508.73694,
"Deuba Biwas 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,South,,103,30 Feet / Blacktopped,30 Feet , Blacktopped,1 month ago,[],317.96057,
"Consultancy : Office Space For Sale In Dillibazar, Kathmandu","Dilli bazzar road, Dillibazar, Kathmandu",Kathmandu,1000000,0,0,,0,North,,247,26 Feet,26 Feet,,1 month ago,['Parking'],95.388176,
"Budhanilkanthama 8 Ropani 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,East,,89,32 Feet,32 Feet,,1 month ago,[],257.54807,
"Bansbarima 8 Ana Jagga : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,4200000,0,0,,0,South,,73,15 Feet,15 Feet,,1 month ago,[],254.36847,
"Budhanilkanyha 8 Ropani : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,6000000,0,0,,0,East,,72,35 Feet / Blacktopped,35 Feet , Blacktopped,1 month ago,[],4069.8955,
"Spacious Flat Bear Grande Hospital : Flat For Rent In Tokha, Kathmandu","Grande Villa height, milantol, tokha, Tokha, Kathmandu",Kathmandu,20000,2,1,,1,West,,498,18 Feet,18 Feet,,1 month ago,"['Parking', 'Water Supply', 'Frontyard', 'Fencing']",34975.664,174.87831
"Land Sale : Land For Sale In Bhaktapur, Bhaktapur","duwakot, Bhaktapur, Bhaktapur",Bhaktapur,2100000,0,0,,0,South,,316,0 Feet,0 Feet,,1 month ago,[],3052.4216,
"Flat For RENT : Flat For Rent In Maharajgunj, Kathmandu","Chakrapath,Near Bhat Bhateni, Maharajgunj, Kathmandu",Kathmandu,32000,2,2,5.0,0,West,,615,10 Feet,10 Feet,,1 month ago,[],92.903015,
"Commercial / Residential Land : Land For Sale In Imadol, Lalitpur","Kist hospital to hatiban road, Imadol, Lalitpur",Lalitpur,3500000,0,0,,0,South West,,90,7 Meter / Gravelled,7 Meter , Gravelled,1 month ago,[],143.08226,
"Hattigauda 9 Ana Home On Rent : House For Rent In Hattigauda, Kathmandu","Man, Hattigauda, Kathmandu",Kathmandu,75000,7,7,3.0,3,South,2070.0,252,13 Feet / Blacktopped,13 Feet , Blacktopped,1 month ago,['Parking'],286.16452,
"Flat On Rent At Lazimpat : Flat For Rent In Lazimpat, Kathmandu","ranibari, Lazimpat, Kathmandu",Kathmandu,30000,1,1,,1,East,,567,0 Feet,0 Feet,,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Water Supply']",317.96057,
"Bishalnagar 29 Ana For Sale : Land For Sale In Bishal Nagar, Kathmandu","Na, Bishal Nagar, Kathmandu",Kathmandu,8500000,0,0,,0,East,,141,16 Feet,16 Feet,,1 month ago,[],922.0857,
"Land For Sale In Bhangal, Kathmandu","jyoti nagar,kathmandu, Bhangal, Kathmandu",Kathmandu,2450000,0,0,,0,North East,,397,16 Feet,16 Feet,,1 month ago,[],2543.6846,
"Tallo Baluwatar 1 Ropani : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,,0,East,,344,14 Feet,14 Feet,,1 month ago,[],508.73694,
"Flat/Godown Space Available For Rent : Flat For Rent In Newroad, Kathmandu","Pyukha new road, Newroad, Kathmandu",Kathmandu,20000,0,1,,0,South,,158,0 Feet,0 Feet,,1 month ago,[],28.799936,
"Maligaon Commercial 12 Ana : Land For Sale In Maligaon, Kathmandu","Man, Maligaon, Kathmandu",Kathmandu,7000000,0,0,,0,East,,58,25 Feet,25 Feet,,1 month ago,[],381.5527,
"Office Space Available For Rent : Office Space For Rent In Newroad, Kathmandu","Pyukha marg near bira complex, Newroad, Kathmandu",Kathmandu,65000,0,1,,0,South,,92,0 Feet,0 Feet,,1 month ago,[],29.728966,
"Hattigauda Height 9 Ana Land : Land For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,,0,South,,151,15 Feet / Blacktopped,15 Feet , Blacktopped,1 month ago,[],286.16452,
"Office Space For Rent At Imadol Prime Area : Flat For Rent In Mahalaxmi Nagarpalika, Lalitpur","Imadol Mahalaxmi 1, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,35000,0,0,5.0,2,East,2013.0,106,72 Feet / Blacktopped,72 Feet , Blacktopped,1 month ago,"['Parking', 'Balcony', 'Garage', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup']",286.16452,158.98029
"Rudreswor 4 Ropani , Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,4000000,0,0,,0,North East,,134,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,1 month ago,[],2034.9478,
"Budhanilkantha 21 Ana Bungalow On Rent : House For Rent In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,250000,6,7,3.0,6,South East,2070.0,354,16 Feet / Blacktopped,16 Feet , Blacktopped,1 month ago,"['Parking', 'Garage', 'Air Condition', 'Backyard', 'Deck', 'Balcony', 'Frontyard', 'Fencing', 'Garden', 'Modular Kitchen', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']",667.7172,
"Ranibari 4 Land : Land For Sale In Ranibari, Kathmandu","Na, Ranibari, Kathmandu",Kathmandu,5700000,0,0,,0,East,,105,15 Feet / Blacktopped,15 Feet , Blacktopped,1 month ago,[],127.184235,
"Golfutar Hepali Pipalbot : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,3000000,0,0,,0,South West,,117,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,1 month ago,[],158.98029,
"Commercial Space For Rent : Office Space For Rent In Sorakhutte, Kathmandu","Nearby NCC Bank , Link Road, Sorakhutte, Kathmandu",Kathmandu,60000,0,2,4.5,5,North,2076.0,655,20 Meter / Blacktopped,20 Meter , Blacktopped,1 month ago,"['Lawn', 'Drainage', 'Parking']",78.96757,78.96757
"12 Aana Land For Sale At Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Kathmandu, Lazimpat, Kathmandu",Kathmandu,5500000,0,0,,0,South,,101,0 Feet,0 Feet,,1 month ago,[],6104.8433,
"7 Aana Commercial Land For Sale At Anamnagar : Land For Sale In Anamnagar, Kathmandu","Dhobikhola Corridor, Anamnagar, Kathmandu",Kathmandu,7000000,0,0,,0,East,,50,9 Meter / Blacktopped,9 Meter , Blacktopped,1 month ago,[],3561.1584,
"Flat For Rent In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,25000,2,2,3.0,1,West,2076.0,666,13 Feet / Concrete,13 Feet , Concrete,1 month ago,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",100.799774,
"Office For Rent At New Baneshwor : Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,30000,0,0,2.0,4,East,,78,26 Feet / Blacktopped,26 Feet , Blacktopped,1 month ago,['Parking'],46.451508,
"Flat For Rent In Zero Km, Pokhara","Zero km pokhara, Zero Km, Pokhara",Pokhara,18000,1,1,,1,North East,,480,14 Feet / Blacktopped,14 Feet , Blacktopped,1 month ago,"['Water Well', 'Internet']",15.898029,15.898029
"Urgent Land Sale : Land For Sale In Chitapol, Bhaktapur","Nearby Kathmandu Fun Valley, Chitapol, Bhaktapur",Bhaktapur,550000,0,0,,0,South,,1.4K,10 Feet / Gravelled,10 Feet , Gravelled,1 month ago,[],5111.2163,
"Apartment Rent In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,115000,0,0,,0,North East,,259,0 Feet,0 Feet,,1 month ago,[],130.06422,
"Apartment Sale In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,35000000,0,0,,0,North East,,196,20 Feet,20 Feet,,1 month ago,[],130.06422,
"Land Sale In Kirtipur : Land For Sale In Kirtipur, Kathmandu","kirtipur, Kirtipur, Kathmandu",Kathmandu,1900000,0,0,,0,South East,,161,22 Feet,22 Feet,,1 month ago,[],4610.428,
"Villa On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","maharajgunj, Maharajgunj, Kathmandu",Kathmandu,600000,5,4,,11,East,,226,0 Feet,0 Feet,,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Garage', 'Garden']",2543.6846,
"Sasto Jaggha : Land For Sale In Bhangal, Kathmandu","Santinagar, Bhangal, Kathmandu",Kathmandu,3000000,0,0,,0,North,,158,0 Feet,0 Feet,,1 month ago,[],158.98029,158.98029
"3 Biga 5 Khatra 12 Dur : Land For Sale In Birendranagar, Chitwan","Birendranagar, Birendranagar, Chitwan",Chitwan,180000000,0,0,,0,East,,109,30 Feet / Soil Stabilized,30 Feet , Soil Stabilized,1 month ago,[],23703.436,
"Furnished Apartment Flat Near Japanese Embassy : Apartment For Sale In Panipokhari, Kathmandu","panipokhari, Panipokhari, Kathmandu",Kathmandu,23000000,3,3,,1,South,,395,20 Feet,20 Feet,,1 month ago,"['Parking', 'Air Condition', 'Balcony', 'Fencing', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup', 'Internet', 'Lift']",147.06548,147.06548
"Fully-Furnished 3BHK At Grande Tower : Apartment For Rent In Tokha, Kathmandu","Grande Tower, Tokha, Kathmandu",Kathmandu,80000,3,2,4.0,1,North,,1.1K,0 Feet / Blacktopped,0 Feet , Blacktopped,1 month ago,"['Lawn', 'Balcony', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Lift', 'Parking', 'Security Staff', 'Store Room']",140.65517,118.91586
"Beautiful Land Is In Sale 13 Dhur Dhur : Land For Sale In Dharan, Dharan","dharan-8, Dharan, Dharan",Dharan,700000,0,0,,0,East,,142,25 Feet / Blacktopped,25 Feet , Blacktopped,1 month ago,[],220.09,
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsihel (near British school), Jhamsikhel, Lalitpur",Lalitpur,35000,2,2,3.0,2,East,2074.0,301,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,1 month ago,"['Parking', 'Water Supply', 'Garden', 'Solar Water', 'Balcony']",190.77635,0.37161207
"Full Furnished Office On Sale : Office Space For Sale In Thapathali, Kathmandu","Patangri marg, height, Thapathali, Kathmandu",Kathmandu,290000,0,1,1.0,1,East,,127,12 Feet / Paved,12 Feet , Paved,1 month ago,"['Parking', 'TV Cable', 'Wifi', 'Internet', 'Security Staff']",83.61272,
"Bansbari - House For Rent : House For Rent In Basbari, Kathmandu","Bansbari, Basbari, Kathmandu",Kathmandu,150000,3,4,3.0,2,South,,173,0 Feet,0 Feet,,1 month ago,"['Parking', 'Garage', 'Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']",2543.6846,
"Commercial Land Sale In Sano Gaucharan : Land For Sale In Sano Gaucharan, Kathmandu","Sano gaucharan, Sano Gaucharan, Kathmandu",Kathmandu,11000000,0,0,,0,North,,197,32 Feet,32 Feet,,1 month ago,[],4602.4795,
"Godown Space Rent In Kushlechaur : Business For Rent In Chhauni, Kathmandu","Kushlechaur, Chhauni, Kathmandu",Kathmandu,55000,0,0,,0,North,,123,10 Feet,10 Feet,,1 month ago,[],31.796059,
"Flat For Rent In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,55000,0,0,,0,West,,207,12 Feet,12 Feet,,1 month ago,[],31.796059,
"Commerial Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,11000000,0,0,,0,South,,85,40 Feet,40 Feet,,1 month ago,[],5087.369,
"Rental @ Bharatpur : Flat For Rent In Bharatpur, Chitwan","Bhintuna road, Bharatpur, Chitwan",Chitwan,20000,0,0,,0,South,,159,6 Meter / Blacktopped,6 Meter , Blacktopped,1 month ago,[],381.5527,127.184235
"Flat For Rental : Flat For Rent In Jorpati, Kathmandu","Narayantar shivachowk-JORPATI, Jorpati, Kathmandu",Kathmandu,20000,1,1,,1,East,,390,0 Feet,0 Feet,,1 month ago,[],35328954000000.0,
"Hattiban Town Planing : Land For Sale In Hattiban, Lalitpur","Velpa Hattiban, Hattiban, Lalitpur",Lalitpur,3500000,0,0,,0,East,,368,6 Meter,6 Meter,,1 month ago,[],2034.9478,
